ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team
TIC_3641,SUB_00409,2025-12-29,Retail Store,Plan Change,Medium,Resolved,1767261600000000000,24,Tier 1
TIC_3642,SUB_01349,2025-10-04,Retail Store,Complaint,Low,Resolved,1759744800000000000,72,Tier 1
TIC_3643,SUB_01418,2025-11-07,App,Technical Support,Medium,Open,,24,Tier 3
TIC_3644,SUB_02368,2025-11-25,Call Center,Billing Query,Low,Escalated,,24,Tier 3
TIC_3645,SUB_02975,2025-11-15,Retail Store,Network Issue,Low,Resolved,1763272800000000000,72,Field Ops
TIC_3646,SUB_00388,2025-11-14,App,Plan Change,Low,Open,,72,Tier 3
TIC_3647,SUB_04295,2025-11-26,Call Center,Technical Support,High,Resolved,1764133200000000000,72,Tier 1
TIC_3648,SUB_00290,2025-12-17,Call Center,Technical Support,Medium,Resolved,1766034000000000000,48,Tier 2
TIC_3649,SUB_01129,2025-12-25,App,Complaint,Medium,Resolved,1766671200000000000,24,Tier 3
TIC_3650,SUB_04947,2025-12-01,App,Billing Query,Low,Resolved,1764759600000000000,48,Tier 2
TIC_3651,SUB_01159,2025-11-01,App,Billing Query,Low,In Progress,,24,Tier 1
TIC_3652,SUB_03042,2025-11-16,Retail Store,Plan Change,High,Resolved,1763503200000000000,48,Tier 2
TIC_3653,SUB_00121,2025-12-17,App,Billing Query,Medium,Resolved,1766055600000000000,24,Tier 2
TIC_3654,SUB_04666,2025-09-05,Retail Store,Billing Query,Low,Resolved,1757196000000000000,24,Tier 2
TIC_3655,SUB_00161,2025-12-19,Call Center,Plan Change,Medium,Resolved,1766185200000000000,48,Tier 3
TIC_3656,SUB_04661,2025-12-10,App,Technical Support,Low,Escalated,,48,Field Ops
TIC_3657,SUB_00377,2025-11-12,App,Technical Support,Medium,Resolved,1762988400000000000,48,Tier 1
TIC_3658,SUB_02743,2025-11-10,App,Network Issue,Medium,Open,,24,Tier 2
TIC_3659,SUB_02482,2025-11-06,Online Chat,Plan Change,High,Escalated,,24,Tier 1
TIC_3660,SUB_00081,2025-11-18,Online Chat,Plan Change,Critical,Open,,24,Tier 1
TIC_3661,SUB_00783,2025-10-06,App,Network Issue,Low,Resolved,1759798800000000000,72,Tier 3
TIC_3662,SUB_04744,2025-10-26,Call Center,Network Issue,Medium,Resolved,1761768000000000000,72,Tier 3
TIC_3663,SUB_03633,2025-12-12,Retail Store,Billing Query,High,Open,,24,Tier 3
TIC_3664,SUB_01651,2025-10-10,Call Center,Plan Change,Medium,Resolved,1760198400000000000,48,Tier 2
TIC_3665,SUB_00549,2025-11-16,Call Center,Complaint,Low,Resolved,1763272800000000000,24,Field Ops
TIC_3666,SUB_01363,2025-11-14,App,Plan Change,Low,Open,,72,Tier 1
TIC_3667,SUB_02781,2025-12-02,Online Chat,Billing Query,Medium,Resolved,1764723600000000000,24,Tier 3
TIC_3668,SUB_04961,2025-11-20,App,Plan Change,Low,Open,,72,Field Ops
TIC_3669,SUB_04508,2025-09-27,Call Center,Billing Query,Low,Resolved,1759014000000000000,48,Tier 1
TIC_3670,SUB_03456,2025-11-21,Online Chat,Plan Change,Low,Resolved,1763902800000000000,24,Tier 2
TIC_3671,SUB_03591,2025-09-20,Call Center,Billing Query,Critical,Resolved,1758574800000000000,72,Field Ops
TIC_3672,SUB_03811,2025-12-02,Retail Store,Network Issue,High,Resolved,1764658800000000000,48,Field Ops
TIC_3673,SUB_04040,2025-12-08,Online Chat,Billing Query,Critical,Resolved,1765224000000000000,48,Tier 1
TIC_3674,SUB_03335,2025-09-22,Call Center,Technical Support,High,Resolved,1758610800000000000,24,Tier 3
TIC_3675,SUB_00059,2025-12-20,Call Center,Plan Change,Medium,In Progress,,48,Tier 1
TIC_3676,SUB_03569,2025-11-18,Call Center,Plan Change,Medium,Resolved,1763604000000000000,72,Field Ops
TIC_3677,SUB_00153,2025-11-09,App,Plan Change,High,Resolved,1762862400000000000,24,Tier 3
TIC_3678,SUB_02592,2025-12-15,App,Network Issue,High,Resolved,1765994400000000000,24,Tier 1
TIC_3679,SUB_01968,2025-10-20,Call Center,Technical Support,Medium,Resolved,1760950800000000000,48,Field Ops
TIC_3680,SUB_04791,2025-10-14,Call Center,Network Issue,Low,Resolved,1760734800000000000,24,Tier 3
TIC_3681,SUB_02656,2025-12-07,Call Center,Complaint,Low,Resolved,1765339200000000000,72,Tier 2
TIC_3682,SUB_02967,2025-12-20,App,Complaint,Medium,In Progress,,72,Tier 2
TIC_3683,SUB_02748,2025-10-15,Online Chat,Billing Query,Low,Resolved,1760608800000000000,24,Tier 2
TIC_3684,SUB_04179,2025-10-09,Online Chat,Complaint,Medium,In Progress,,24,Tier 2
TIC_3685,SUB_04662,2025-11-16,App,Billing Query,Critical,Resolved,1763593200000000000,48,Tier 2
TIC_3686,SUB_00215,2025-11-13,Call Center,Network Issue,Low,Resolved,1763085600000000000,72,Tier 1
TIC_3687,SUB_01612,2025-11-17,Call Center,Network Issue,Low,Open,,48,Tier 1
TIC_3688,SUB_00982,2025-09-08,App,Billing Query,High,Resolved,1757628000000000000,72,Tier 2
TIC_3689,SUB_00591,2025-11-25,Call Center,Complaint,Medium,Resolved,1764054000000000000,72,Tier 2
TIC_3690,SUB_01332,2025-09-05,Online Chat,Billing Query,Low,Open,,24,Field Ops
TIC_3691,SUB_04857,2025-12-05,Call Center,Plan Change,Low,Escalated,,24,Field Ops
TIC_3692,SUB_00099,2025-12-02,Online Chat,Technical Support,High,Resolved,1764889200000000000,24,Tier 2
TIC_3693,SUB_02097,2025-12-07,Retail Store,Network Issue,Medium,Resolved,1765299600000000000,24,Tier 1
TIC_3694,SUB_04602,2025-09-19,Online Chat,Network Issue,Medium,Resolved,1758398400000000000,24,Field Ops
TIC_3695,SUB_04485,2025-10-01,Call Center,Billing Query,Low,Resolved,1759582800000000000,24,Tier 1
TIC_3696,SUB_02908,2025-10-12,Call Center,Network Issue,Medium,Resolved,1760418000000000000,48,Tier 2
TIC_3697,SUB_04081,2025-12-06,Call Center,Billing Query,High,Resolved,1765292400000000000,24,Tier 2
TIC_3698,SUB_04590,2025-10-22,Online Chat,Complaint,Low,Resolved,1761397200000000000,72,Tier 3
TIC_3699,SUB_01755,2025-11-15,Retail Store,Billing Query,Low,Resolved,1763287200000000000,24,Tier 2
TIC_3700,SUB_00911,2025-11-23,Retail Store,Network Issue,Medium,Resolved,1763913600000000000,24,Field Ops
TIC_3701,SUB_01416,2025-10-09,App,Billing Query,Medium,Resolved,1760000400000000000,24,Field Ops
TIC_3702,SUB_02231,2025-09-16,Online Chat,Billing Query,Low,Escalated,,24,Tier 1
TIC_3703,SUB_02673,2025-12-24,Online Chat,Plan Change,Medium,Resolved,1766696400000000000,72,Tier 1
TIC_3704,SUB_04985,2025-09-04,Online Chat,Complaint,Medium,Resolved,1757012400000000000,72,Tier 2
TIC_3705,SUB_03348,2025-12-04,Call Center,Plan Change,Low,Resolved,1764828000000000000,24,Tier 2
TIC_3706,SUB_04045,2025-12-17,Call Center,Technical Support,Low,Escalated,,72,Field Ops
TIC_3707,SUB_03718,2025-10-12,App,Billing Query,Low,Open,,48,Tier 1
TIC_3708,SUB_02561,2025-10-02,Call Center,Technical Support,High,Resolved,1759500000000000000,72,Field Ops
TIC_3709,SUB_02939,2025-12-06,App,Billing Query,Low,Resolved,1765317600000000000,48,Field Ops
TIC_3710,SUB_04338,2025-11-09,Call Center,Billing Query,High,Escalated,,72,Tier 3
TIC_3711,SUB_01746,2025-09-17,App,Technical Support,Medium,Escalated,,72,Tier 3
TIC_3712,SUB_01713,2025-12-17,App,Network Issue,High,Resolved,1766044800000000000,24,Field Ops
TIC_3713,SUB_04337,2025-11-07,Online Chat,Network Issue,Low,Resolved,1762621200000000000,24,Tier 1
TIC_3714,SUB_01058,2025-12-19,App,Network Issue,Low,Resolved,1766390400000000000,24,Tier 3
TIC_3715,SUB_03001,2025-09-04,App,Billing Query,Low,Resolved,1756980000000000000,72,Tier 1
TIC_3716,SUB_00017,2025-12-12,Call Center,Network Issue,Low,Resolved,1765555200000000000,72,Field Ops
TIC_3717,SUB_00703,2025-10-12,Online Chat,Billing Query,Low,Resolved,1760378400000000000,72,Tier 3
TIC_3718,SUB_03901,2025-10-04,App,Network Issue,High,Open,,24,Field Ops
TIC_3719,SUB_04923,2025-09-12,Online Chat,Plan Change,Critical,Open,,48,Tier 2
TIC_3720,SUB_02908,2025-10-08,App,Network Issue,Low,Resolved,1760205600000000000,24,Tier 1
TIC_3721,SUB_02639,2025-12-24,Online Chat,Plan Change,Low,In Progress,,72,Field Ops
TIC_3722,SUB_04315,2025-12-15,Online Chat,Billing Query,Medium,In Progress,,72,Tier 2
TIC_3723,SUB_03988,2025-09-23,Call Center,Complaint,Medium,Resolved,1758898800000000000,48,Field Ops
TIC_3724,SUB_01429,2025-11-28,Call Center,Billing Query,Low,In Progress,,24,Tier 3
TIC_3725,SUB_04328,2025-09-15,Retail Store,Complaint,Low,Resolved,1758099600000000000,72,Tier 3
TIC_3726,SUB_03616,2025-11-14,App,Complaint,High,Resolved,1763359200000000000,72,Tier 1
TIC_3727,SUB_02240,2025-12-22,Call Center,Plan Change,Low,Resolved,1766674800000000000,72,Tier 1
TIC_3728,SUB_04455,2025-09-28,App,Complaint,Low,Resolved,1759129200000000000,72,Tier 2
TIC_3729,SUB_01725,2025-10-15,App,Network Issue,Critical,In Progress,,24,Tier 1
TIC_3730,SUB_04378,2025-10-18,Online Chat,Technical Support,Low,Open,,72,Tier 3
TIC_3731,SUB_01430,2025-10-18,Retail Store,Billing Query,High,Resolved,1760770800000000000,48,Tier 3
TIC_3732,SUB_04923,2025-12-03,Call Center,Billing Query,High,Escalated,,48,Tier 1
TIC_3733,SUB_02098,2025-12-16,Call Center,Plan Change,Medium,Resolved,1766178000000000000,48,Tier 2
TIC_3734,SUB_03277,2025-09-22,Call Center,Technical Support,Medium,Resolved,1758520800000000000,48,Field Ops
TIC_3735,SUB_04064,2025-12-13,Call Center,Complaint,Critical,Resolved,1765800000000000000,24,Tier 2
TIC_3736,SUB_03562,2025-10-07,Call Center,Network Issue,Critical,Escalated,,24,Tier 2
TIC_3737,SUB_01536,2025-12-08,Retail Store,Network Issue,Medium,Resolved,1765216800000000000,24,Field Ops
TIC_3738,SUB_04706,2025-11-19,App,Plan Change,Medium,In Progress,,24,Tier 1
TIC_3739,SUB_04440,2025-11-06,Call Center,Billing Query,High,Resolved,1762495200000000000,72,Tier 2
TIC_3740,SUB_00394,2025-09-15,App,Network Issue,Low,Resolved,1758110400000000000,24,Tier 2
TIC_3741,SUB_03245,2025-09-19,Call Center,Network Issue,Medium,Resolved,1758582000000000000,24,Tier 3
TIC_3742,SUB_00858,2025-11-23,Retail Store,Complaint,High,Escalated,,24,Field Ops
TIC_3743,SUB_01954,2025-12-23,Call Center,Technical Support,High,Resolved,1766628000000000000,72,Field Ops
TIC_3744,SUB_03391,2025-09-30,Call Center,Technical Support,Critical,Escalated,,72,Tier 2
TIC_3745,SUB_00485,2025-11-14,App,Technical Support,Medium,Resolved,1763222400000000000,48,Tier 1
TIC_3746,SUB_01604,2025-11-29,Call Center,Technical Support,Low,Escalated,,48,Field Ops
TIC_3747,SUB_00254,2025-11-20,App,Complaint,Medium,In Progress,,24,Field Ops
TIC_3748,SUB_04566,2025-10-02,Call Center,Technical Support,Critical,Resolved,1759388400000000000,24,Tier 3
TIC_3749,SUB_00759,2025-10-01,App,Network Issue,Medium,Resolved,1759406400000000000,72,Field Ops
TIC_3750,SUB_01108,2025-11-28,App,Technical Support,Low,In Progress,,48,Tier 1
TIC_3751,SUB_02799,2025-11-17,Online Chat,Network Issue,Low,Resolved,1763654400000000000,72,Tier 3
TIC_3752,SUB_04421,2025-11-26,App,Complaint,Low,Resolved,1764194400000000000,48,Tier 1
TIC_3753,SUB_03999,2025-11-30,Online Chat,Plan Change,Medium,Resolved,1764745200000000000,72,Tier 3
TIC_3754,SUB_03769,2025-10-11,Online Chat,Plan Change,Low,Resolved,1760346000000000000,24,Field Ops
TIC_3755,SUB_04344,2025-12-06,Call Center,Billing Query,Medium,Open,,48,Tier 1
TIC_3756,SUB_02741,2025-10-13,Online Chat,Plan Change,Medium,Resolved,1760569200000000000,24,Field Ops
TIC_3757,SUB_03266,2025-09-27,Retail Store,Billing Query,Low,Resolved,1758970800000000000,72,Tier 1
TIC_3758,SUB_01090,2025-11-29,App,Network Issue,Medium,Resolved,1764399600000000000,48,Tier 2
TIC_3759,SUB_00534,2025-10-05,Call Center,Technical Support,High,Resolved,1759942800000000000,24,Field Ops
TIC_3760,SUB_04533,2025-11-19,Retail Store,Network Issue,High,In Progress,,24,Tier 1
TIC_3761,SUB_03257,2025-12-26,Call Center,Network Issue,Medium,Resolved,1767024000000000000,24,Tier 3
TIC_3762,SUB_02337,2025-11-10,Call Center,Network Issue,Medium,Resolved,1762862400000000000,24,Tier 1
TIC_3763,SUB_03589,2025-11-02,Call Center,Plan Change,Low,Open,,48,Tier 3
TIC_3764,SUB_01293,2025-10-15,Online Chat,Network Issue,Low,Resolved,1760810400000000000,24,Tier 2
TIC_3765,SUB_01835,2025-10-09,Online Chat,Plan Change,Low,Resolved,1760266800000000000,48,Field Ops
TIC_3766,SUB_03924,2025-10-03,Online Chat,Network Issue,Low,Resolved,1759669200000000000,48,Tier 1
TIC_3767,SUB_04564,2025-10-15,Call Center,Complaint,Low,Resolved,1760565600000000000,48,Tier 3
TIC_3768,SUB_02426,2025-09-19,Call Center,Plan Change,Medium,Escalated,,72,Field Ops
TIC_3769,SUB_01676,2025-09-11,Online Chat,Billing Query,Medium,Open,,72,Tier 1
TIC_3770,SUB_00377,2025-11-03,Online Chat,Technical Support,Medium,Resolved,1762171200000000000,72,Field Ops
TIC_3771,SUB_00709,2025-11-18,Call Center,Technical Support,Low,Resolved,1763539200000000000,24,Tier 1
TIC_3772,SUB_00285,2025-09-12,Call Center,Billing Query,Low,Resolved,1757844000000000000,24,Tier 2
TIC_3773,SUB_00025,2025-12-08,Call Center,Plan Change,Critical,Resolved,1765411200000000000,24,Tier 3
TIC_3774,SUB_04875,2025-10-22,Retail Store,Plan Change,High,Resolved,1761397200000000000,24,Tier 1
TIC_3775,SUB_02217,2025-10-26,App,Complaint,Medium,Resolved,1761580800000000000,48,Tier 3
TIC_3776,SUB_00395,2025-11-22,Online Chat,Network Issue,Low,Resolved,1763787600000000000,48,Field Ops
TIC_3777,SUB_01618,2025-10-03,Call Center,Complaint,Low,Resolved,1759788000000000000,24,Tier 2
TIC_3778,SUB_00190,2025-12-12,Call Center,Technical Support,Low,Resolved,1765537200000000000,72,Tier 1
TIC_3779,SUB_01145,2025-12-07,App,Billing Query,Medium,Resolved,1765166400000000000,72,Field Ops
TIC_3780,SUB_01489,2025-09-29,Call Center,Complaint,Low,Escalated,,48,Tier 1
TIC_3781,SUB_02181,2025-09-13,Call Center,Technical Support,Medium,Resolved,1758049200000000000,24,Tier 3
TIC_3782,SUB_00516,2025-11-30,Call Center,Billing Query,Low,Escalated,,48,Tier 2
TIC_3783,SUB_03073,2025-10-22,Call Center,Complaint,Medium,Resolved,1761264000000000000,48,Tier 1
TIC_3784,SUB_03038,2025-11-10,App,Network Issue,Low,Open,,24,Tier 3
TIC_3785,SUB_03345,2025-10-08,Call Center,Plan Change,Low,Resolved,1759928400000000000,48,Tier 1
TIC_3786,SUB_02148,2025-12-11,App,Plan Change,Medium,Open,,24,Tier 2
TIC_3787,SUB_01842,2025-11-13,App,Network Issue,Low,Open,,24,Tier 3
TIC_3788,SUB_02539,2025-12-09,Online Chat,Billing Query,Critical,Resolved,1765533600000000000,24,Tier 1
TIC_3789,SUB_04544,2025-10-29,Online Chat,Technical Support,Low,In Progress,,24,Field Ops
TIC_3790,SUB_03620,2025-12-20,Call Center,Technical Support,Low,Resolved,1766275200000000000,72,Tier 2
TIC_3791,SUB_00001,2025-10-25,Online Chat,Complaint,Medium,Resolved,1761660000000000000,24,Tier 2
TIC_3792,SUB_01989,2025-10-10,Call Center,Complaint,Low,Resolved,1760284800000000000,24,Tier 3
TIC_3793,SUB_00722,2025-12-27,App,Billing Query,Critical,Resolved,1767110400000000000,72,Tier 3
TIC_3794,SUB_00721,2025-10-28,Call Center,Technical Support,Low,Resolved,1761753600000000000,24,Field Ops
TIC_3795,SUB_03541,2025-09-28,Online Chat,Plan Change,Low,Resolved,1759222800000000000,48,Tier 3
TIC_3796,SUB_00322,2025-10-29,App,Network Issue,Medium,Resolved,1761735600000000000,24,Tier 3
TIC_3797,SUB_03108,2025-11-19,Retail Store,Network Issue,Medium,Resolved,1763582400000000000,48,Tier 2
TIC_3798,SUB_03646,2025-11-14,Call Center,Technical Support,Medium,Open,,72,Tier 1
TIC_3799,SUB_04244,2025-12-30,Call Center,Technical Support,Low,Resolved,1767265200000000000,72,Tier 3
TIC_3800,SUB_01619,2025-10-27,Online Chat,Network Issue,High,Resolved,1761746400000000000,72,Tier 3
TIC_3801,SUB_01846,2025-10-18,Call Center,Complaint,Low,In Progress,,72,Tier 3
TIC_3802,SUB_01421,2025-10-20,App,Complaint,Medium,Resolved,1761087600000000000,48,Tier 1
TIC_3803,SUB_03147,2025-10-26,Call Center,Plan Change,Medium,Resolved,1761476400000000000,24,Tier 2
TIC_3804,SUB_03809,2025-11-29,Online Chat,Technical Support,High,Resolved,1764424800000000000,24,Tier 2
TIC_3805,SUB_01393,2025-12-09,Online Chat,Plan Change,Low,Open,,24,Tier 3
TIC_3806,SUB_03484,2025-09-15,Online Chat,Plan Change,Low,Resolved,1757959200000000000,48,Tier 2
TIC_3807,SUB_00567,2025-10-11,App,Complaint,High,Resolved,1760252400000000000,72,Tier 2
TIC_3808,SUB_00490,2025-10-31,App,Billing Query,Low,Escalated,,72,Field Ops
TIC_3809,SUB_03884,2025-10-19,App,Technical Support,Low,Resolved,1761148800000000000,24,Tier 2
TIC_3810,SUB_02581,2025-11-03,App,Technical Support,Medium,Escalated,,24,Tier 3
TIC_3811,SUB_03893,2025-09-28,Call Center,Technical Support,High,Resolved,1759356000000000000,72,Tier 3
TIC_3812,SUB_00175,2025-10-13,Call Center,Plan Change,Low,Resolved,1760378400000000000,48,Tier 1
TIC_3813,SUB_00124,2025-09-11,App,Billing Query,High,Open,,24,Field Ops
TIC_3814,SUB_04576,2025-09-14,Online Chat,Billing Query,Low,Resolved,1757844000000000000,24,Tier 2
TIC_3815,SUB_02681,2025-12-05,App,Network Issue,High,Resolved,1765116000000000000,72,Tier 3
TIC_3816,SUB_02391,2025-10-25,Online Chat,Billing Query,Low,Resolved,1761519600000000000,48,Tier 2
TIC_3817,SUB_01689,2025-11-19,Call Center,Complaint,Low,Open,,24,Tier 1
TIC_3818,SUB_02144,2025-11-08,App,Billing Query,Low,Resolved,1762581600000000000,24,Tier 2
TIC_3819,SUB_04777,2025-10-28,App,Network Issue,High,Escalated,,24,Tier 3
TIC_3820,SUB_04109,2025-11-16,Call Center,Complaint,Low,Open,,48,Tier 1
TIC_3821,SUB_01542,2025-12-20,Call Center,Network Issue,Low,Resolved,1766462400000000000,72,Field Ops
TIC_3822,SUB_02305,2025-11-07,Call Center,Technical Support,Medium,Resolved,1762495200000000000,72,Tier 3
TIC_3823,SUB_00568,2025-09-13,Call Center,Billing Query,High,Resolved,1757919600000000000,24,Tier 2
TIC_3824,SUB_00190,2025-11-04,App,Plan Change,Medium,Resolved,1762254000000000000,48,Tier 3
TIC_3825,SUB_02415,2025-09-19,App,Technical Support,High,In Progress,,24,Tier 2
TIC_3826,SUB_01989,2025-12-23,Call Center,Network Issue,Medium,Resolved,1766653200000000000,72,Field Ops
TIC_3827,SUB_04061,2025-09-16,App,Billing Query,Low,Open,,48,Tier 2
TIC_3828,SUB_01733,2025-09-30,Online Chat,Technical Support,Medium,Resolved,1759284000000000000,72,Tier 1
TIC_3829,SUB_03089,2025-11-16,Online Chat,Network Issue,Low,Escalated,,48,Field Ops
TIC_3830,SUB_03986,2025-11-25,App,Complaint,Low,Resolved,1764244800000000000,48,Tier 1
TIC_3831,SUB_02349,2025-10-28,Online Chat,Complaint,High,Resolved,1761951600000000000,48,Tier 2
TIC_3832,SUB_01575,2025-10-10,Call Center,Technical Support,Low,Open,,48,Tier 1
TIC_3833,SUB_03167,2025-10-16,Call Center,Plan Change,Low,Open,,48,Tier 3
TIC_3834,SUB_03032,2025-09-13,Retail Store,Technical Support,Critical,Escalated,,72,Tier 1
TIC_3835,SUB_04790,2025-10-29,App,Plan Change,Low,Escalated,,72,Tier 2
TIC_3836,SUB_03728,2025-10-20,App,Technical Support,Medium,Resolved,1760961600000000000,48,Tier 2
TIC_3837,SUB_01221,2025-12-10,Retail Store,Plan Change,Low,Resolved,1765350000000000000,24,Tier 3
TIC_3838,SUB_01776,2025-09-06,Retail Store,Complaint,Low,Resolved,1757332800000000000,72,Tier 3
TIC_3839,SUB_01818,2025-12-07,Call Center,Network Issue,Low,Resolved,1765389600000000000,48,Tier 2
TIC_3840,SUB_02613,2025-12-23,Call Center,Network Issue,Medium,Resolved,1766545200000000000,48,Field Ops
TIC_3841,SUB_02041,2025-11-27,Online Chat,Network Issue,Medium,In Progress,,24,Field Ops
TIC_3842,SUB_02584,2025-11-09,Online Chat,Complaint,Medium,Resolved,1762700400000000000,72,Tier 2
TIC_3843,SUB_04140,2025-11-16,App,Technical Support,High,Escalated,,48,Tier 2
TIC_3844,SUB_04887,2025-11-16,App,Technical Support,Medium,In Progress,,72,Tier 2
TIC_3845,SUB_02174,2025-10-30,Call Center,Technical Support,Medium,Open,,24,Tier 3
TIC_3846,SUB_04171,2025-11-05,App,Network Issue,Low,Resolved,1762610400000000000,48,Tier 2
TIC_3847,SUB_03806,2025-09-17,Call Center,Plan Change,Medium,Open,,72,Tier 3
TIC_3848,SUB_04525,2025-10-20,App,Complaint,Low,Resolved,1761087600000000000,72,Tier 3
TIC_3849,SUB_04062,2025-12-25,Online Chat,Network Issue,Low,Escalated,,48,Tier 3
TIC_3850,SUB_04919,2025-10-12,Call Center,Plan Change,Low,In Progress,,48,Field Ops
TIC_3851,SUB_01350,2025-10-17,App,Complaint,Low,Resolved,1760886000000000000,72,Tier 1
TIC_3852,SUB_03581,2025-10-20,Retail Store,Network Issue,Low,In Progress,,48,Tier 1
TIC_3853,SUB_04974,2025-12-26,App,Billing Query,Low,Open,,48,Tier 2
TIC_3854,SUB_02885,2025-10-05,Online Chat,Billing Query,Low,Resolved,1759752000000000000,24,Tier 2
TIC_3855,SUB_02800,2025-12-13,Online Chat,Billing Query,Medium,Resolved,1765918800000000000,24,Field Ops
TIC_3856,SUB_03309,2025-11-07,App,Complaint,Low,Resolved,1762495200000000000,48,Field Ops
TIC_3857,SUB_03648,2025-10-29,Call Center,Billing Query,Low,Resolved,1761814800000000000,72,Field Ops
TIC_3858,SUB_00142,2025-10-12,App,Technical Support,Low,In Progress,,24,Tier 1
TIC_3859,SUB_03102,2025-10-15,App,Billing Query,Low,Resolved,1760515200000000000,24,Tier 3
TIC_3860,SUB_01156,2025-10-28,App,Complaint,Medium,Resolved,1761789600000000000,72,Field Ops
TIC_3861,SUB_03590,2025-09-12,App,Billing Query,Medium,Resolved,1757775600000000000,48,Field Ops
TIC_3862,SUB_00039,2025-11-06,Online Chat,Billing Query,Low,Resolved,1762624800000000000,72,Tier 2
TIC_3863,SUB_01331,2025-10-11,Online Chat,Network Issue,Medium,Resolved,1760306400000000000,72,Tier 3
TIC_3864,SUB_01127,2025-09-29,Call Center,Plan Change,Medium,Escalated,,24,Tier 1
TIC_3865,SUB_02666,2025-09-10,Call Center,Plan Change,High,In Progress,,72,Tier 3
TIC_3866,SUB_03000,2025-10-05,Call Center,Technical Support,Low,Open,,48,Tier 2
TIC_3867,SUB_02009,2025-10-13,Call Center,Plan Change,Medium,Resolved,1760493600000000000,48,Tier 2
TIC_3868,SUB_00569,2025-09-18,App,Plan Change,Low,Open,,24,Tier 1
TIC_3869,SUB_02877,2025-12-14,Call Center,Plan Change,High,In Progress,,48,Field Ops
TIC_3870,SUB_04321,2025-12-21,App,Billing Query,Medium,Escalated,,48,Tier 2
TIC_3871,SUB_04134,2025-09-08,Call Center,Plan Change,Low,Resolved,1757577600000000000,24,Tier 2
TIC_3872,SUB_01233,2025-09-22,Call Center,Billing Query,Low,Resolved,1758549600000000000,72,Tier 1
TIC_3873,SUB_01905,2025-10-29,Call Center,Billing Query,Low,Resolved,1762030800000000000,24,Tier 2
TIC_3874,SUB_03621,2025-11-28,Call Center,Plan Change,Critical,Resolved,1764489600000000000,24,Tier 1
TIC_3875,SUB_01115,2025-11-24,App,Billing Query,High,Resolved,1764165600000000000,72,Tier 1
TIC_3876,SUB_03854,2025-10-27,Call Center,Plan Change,Low,Resolved,1761670800000000000,72,Tier 3
TIC_3877,SUB_00693,2025-11-26,Call Center,Network Issue,Low,Open,,72,Tier 2
TIC_3878,SUB_01316,2025-12-05,App,Network Issue,Low,Open,,72,Tier 2
TIC_3879,SUB_00248,2025-12-24,Online Chat,Plan Change,Medium,Escalated,,24,Tier 1
TIC_3880,SUB_01541,2025-10-13,Call Center,Technical Support,Low,Open,,24,Tier 1
TIC_3881,SUB_01832,2025-10-14,App,Billing Query,Low,Resolved,1760605200000000000,24,Field Ops
TIC_3882,SUB_01734,2025-12-31,Retail Store,Plan Change,Low,Resolved,1767438000000000000,72,Tier 2
TIC_3883,SUB_04502,2025-10-03,Retail Store,Billing Query,High,In Progress,,72,Tier 1
TIC_3884,SUB_02830,2025-09-28,Call Center,Plan Change,Low,Open,,72,Tier 2
TIC_3885,SUB_03737,2025-09-23,Call Center,Technical Support,Medium,Resolved,1758610800000000000,48,Field Ops
TIC_3886,SUB_00212,2025-10-26,App,Billing Query,Low,Resolved,1761580800000000000,24,Tier 3
TIC_3887,SUB_04289,2025-10-28,Retail Store,Complaint,Medium,Resolved,1761656400000000000,48,Tier 2
TIC_3888,SUB_00433,2025-12-28,Call Center,Network Issue,Low,Escalated,,72,Tier 1
TIC_3889,SUB_03619,2025-12-22,App,Complaint,Low,Resolved,1766397600000000000,48,Field Ops
TIC_3890,SUB_04069,2025-09-26,Online Chat,Plan Change,Medium,Open,,24,Field Ops
TIC_3891,SUB_02042,2025-10-22,Online Chat,Technical Support,Medium,Escalated,,72,Tier 1
TIC_3892,SUB_00692,2025-10-14,Call Center,Technical Support,Low,Resolved,1760472000000000000,48,Field Ops
TIC_3893,SUB_02717,2025-10-20,Call Center,Plan Change,Low,Resolved,1760986800000000000,48,Tier 1
TIC_3894,SUB_02888,2025-09-11,Retail Store,Billing Query,Medium,Resolved,1757685600000000000,24,Tier 2
TIC_3895,SUB_02079,2025-10-24,Online Chat,Technical Support,Low,Resolved,1761314400000000000,24,Tier 2
TIC_3896,SUB_01414,2025-09-07,Call Center,Network Issue,Low,Resolved,1757250000000000000,24,Tier 1
TIC_3897,SUB_00364,2025-11-29,Online Chat,Complaint,Low,Resolved,1764486000000000000,72,Field Ops
TIC_3898,SUB_04626,2025-11-20,App,Network Issue,Low,Resolved,1763668800000000000,48,Field Ops
TIC_3899,SUB_03900,2025-09-10,App,Technical Support,Low,In Progress,,72,Tier 1
TIC_3900,SUB_04279,2025-12-03,Online Chat,Billing Query,Medium,Resolved,1764788400000000000,72,Field Ops
TIC_3901,SUB_03832,2025-09-04,Call Center,Complaint,Medium,Escalated,,72,Field Ops
TIC_3902,SUB_00909,2025-10-30,Call Center,Technical Support,High,Resolved,1761984000000000000,48,Tier 2
TIC_3903,SUB_03191,2025-12-07,Call Center,Technical Support,Low,Resolved,1765371600000000000,72,Tier 1
TIC_3904,SUB_01285,2025-12-13,App,Plan Change,Medium,In Progress,,48,Tier 3
