bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BILL_8961,SUB_02988,2025-11-01,149.19868177171458,Paid,2026-01-07,10,Billing Error
BILL_8962,SUB_02988,2025-12-01,150.22058520338933,Paid,2026-01-05,0,
BILL_8963,SUB_02988,2026-01-01,184.25609086924592,Paid,2026-01-09,0,
BILL_8964,SUB_02989,2025-11-01,254.09916530582188,Partial,2026-01-20,50,
BILL_8965,SUB_02989,2025-12-01,291.65418656235283,Paid,2026-01-12,0,Service Issue
BILL_8966,SUB_02989,2026-01-01,288.9190039814723,Paid,2026-01-09,10,
BILL_8967,SUB_02990,2025-11-01,94.24322642287268,Partial,2026-01-11,20,
BILL_8968,SUB_02990,2025-12-01,75.74171841565973,Paid,2026-01-06,10,
BILL_8969,SUB_02990,2026-01-01,85.58506901310095,Paid,2026-01-03,0,
BILL_8970,SUB_02991,2025-11-01,146.64478323468657,Paid,2026-01-13,10,Service Issue
BILL_8971,SUB_02991,2025-12-01,131.51281367781883,Overdue,2026-01-07,50,Promo
BILL_8972,SUB_02991,2026-01-01,149.45798550877626,Paid,2026-01-12,0,
BILL_8973,SUB_02992,2025-11-01,397.2698839733513,Paid,2026-01-20,20,Service Issue
BILL_8974,SUB_02992,2025-12-01,509.59854342342743,Paid,2026-01-19,20,Promo
BILL_8975,SUB_02992,2026-01-01,548.5718618595104,Paid,2026-01-08,0,Service Issue
BILL_8976,SUB_02993,2025-11-01,168.82835243993418,Paid,2026-01-18,0,Service Issue
BILL_8977,SUB_02993,2025-12-01,171.32275843062627,Overdue,2026-01-05,20,
BILL_8978,SUB_02993,2026-01-01,150.8489966286179,Paid,2026-01-04,0,
BILL_8979,SUB_02994,2025-11-01,503.996822342855,Paid,2026-01-05,20,
BILL_8980,SUB_02994,2025-12-01,487.00759845113316,Overdue,2026-01-15,0,
BILL_8981,SUB_02994,2026-01-01,389.2979707661358,Paid,2026-01-10,20,Billing Error
BILL_8982,SUB_02995,2025-11-01,443.6565787477755,Paid,2026-01-19,0,Service Issue
BILL_8983,SUB_02995,2025-12-01,456.080660714098,Paid,2026-01-19,50,Service Issue
BILL_8984,SUB_02995,2026-01-01,468.6276801874896,Paid,2026-01-17,10,Service Issue
BILL_8985,SUB_02996,2025-11-01,257.628289520469,Overdue,2026-01-13,0,
BILL_8986,SUB_02996,2025-12-01,248.20109953205784,Paid,2026-01-09,50,Service Issue
BILL_8987,SUB_02996,2026-01-01,291.0650800386462,Paid,2026-01-10,0,Billing Error
BILL_8988,SUB_02997,2025-11-01,322.3848524827579,Paid,2026-01-19,0,
BILL_8989,SUB_02997,2025-12-01,356.8915560315251,Paid,2026-01-07,50,Promo
BILL_8990,SUB_02997,2026-01-01,351.50468726028447,Paid,2026-01-15,20,Billing Error
BILL_8991,SUB_02998,2025-11-01,365.3128093720508,Paid,2026-01-07,50,Promo
BILL_8992,SUB_02998,2025-12-01,321.3810503851714,Paid,2026-01-08,0,
BILL_8993,SUB_02998,2026-01-01,311.2979929552856,Paid,2026-01-06,50,Promo
BILL_8994,SUB_02999,2025-11-01,484.67625301086326,Paid,2026-01-04,0,
BILL_8995,SUB_02999,2025-12-01,495.24783433474204,Paid,2026-01-11,0,Service Issue
BILL_8996,SUB_02999,2026-01-01,563.4065823307025,Paid,2026-01-17,20,
BILL_8997,SUB_03000,2025-11-01,474.19044804261296,Paid,2026-01-12,0,Service Issue
BILL_8998,SUB_03000,2025-12-01,448.0197993976534,Paid,2026-01-04,0,
BILL_8999,SUB_03000,2026-01-01,483.55574632996013,Paid,2026-01-16,20,
BILL_9000,SUB_03001,2025-11-01,326.74661014190707,Paid,2026-01-13,0,Service Issue
BILL_9001,SUB_03001,2025-12-01,305.33864922278366,Overdue,2026-01-02,10,
BILL_9002,SUB_03001,2026-01-01,308.50428291817167,Paid,2026-01-14,20,Promo
BILL_9003,SUB_03002,2025-11-01,284.79216767534274,Paid,2026-01-17,0,
BILL_9004,SUB_03002,2025-12-01,247.15666407618266,Paid,2026-01-08,10,
BILL_9005,SUB_03002,2026-01-01,272.64096360445603,Paid,2026-01-08,0,Promo
BILL_9006,SUB_03003,2025-11-01,380.218156423173,Paid,2026-01-07,0,Promo
BILL_9007,SUB_03003,2025-12-01,304.80178504749443,Overdue,2026-01-04,10,
BILL_9008,SUB_03003,2026-01-01,287.90350530578996,Paid,2026-01-13,50,Service Issue
BILL_9009,SUB_03004,2025-11-01,205.25600697561993,Overdue,2026-01-10,20,
BILL_9010,SUB_03004,2025-12-01,182.52392009807272,Pending,2026-01-12,20,
BILL_9011,SUB_03004,2026-01-01,143.37780608072237,Partial,2026-01-07,0,Promo
BILL_9012,SUB_03005,2025-11-01,406.67451019279486,Paid,2026-01-13,10,Service Issue
BILL_9013,SUB_03005,2025-12-01,515.1104831878762,Partial,2026-01-17,0,
BILL_9014,SUB_03005,2026-01-01,500.91339976720053,Paid,2026-01-07,20,Promo
BILL_9015,SUB_03006,2025-11-01,165.46998179143878,Paid,2026-01-13,0,
BILL_9016,SUB_03006,2025-12-01,177.94523799786683,Paid,2026-01-05,10,
BILL_9017,SUB_03006,2026-01-01,234.32343315884708,Pending,2026-01-19,20,
BILL_9018,SUB_03007,2025-11-01,419.752164270502,Overdue,2026-01-18,0,Service Issue
BILL_9019,SUB_03007,2025-12-01,398.2611049777259,Paid,2026-01-09,20,
BILL_9020,SUB_03007,2026-01-01,367.2253632254038,Paid,2026-01-14,0,
BILL_9021,SUB_03008,2025-11-01,252.62984820854155,Paid,2026-01-06,0,
BILL_9022,SUB_03008,2025-12-01,284.4715913987046,Paid,2026-01-04,20,
BILL_9023,SUB_03008,2026-01-01,346.008200624826,Paid,2026-01-20,0,Billing Error
BILL_9024,SUB_03009,2025-11-01,183.56454105270774,Paid,2026-01-06,0,
BILL_9025,SUB_03009,2025-12-01,267.9917019084808,Paid,2026-01-19,0,Promo
BILL_9026,SUB_03009,2026-01-01,197.82001973009992,Overdue,2026-01-07,0,
BILL_9027,SUB_03010,2025-11-01,405.63642349119317,Paid,2026-01-10,0,Promo
BILL_9028,SUB_03010,2025-12-01,344.3866402951069,Paid,2026-01-18,0,
BILL_9029,SUB_03010,2026-01-01,435.2773230033925,Paid,2026-01-12,20,Promo
BILL_9030,SUB_03011,2025-11-01,403.329375101121,Overdue,2026-01-16,50,Promo
BILL_9031,SUB_03011,2025-12-01,433.07322244092825,Pending,2026-01-20,20,Billing Error
BILL_9032,SUB_03011,2026-01-01,412.93092787213516,Partial,2026-01-17,10,
BILL_9033,SUB_03012,2025-11-01,336.7041609644485,Paid,2026-01-02,0,
BILL_9034,SUB_03012,2025-12-01,384.38104037275855,Paid,2026-01-16,10,
BILL_9035,SUB_03012,2026-01-01,284.31296634128887,Paid,2026-01-06,0,Promo
BILL_9036,SUB_03013,2025-11-01,131.1170974771291,Paid,2026-01-06,0,Service Issue
BILL_9037,SUB_03013,2025-12-01,109.07601211757688,Paid,2026-01-17,10,
BILL_9038,SUB_03013,2026-01-01,125.698029987229,Paid,2026-01-09,20,
BILL_9039,SUB_03014,2025-11-01,174.16621977194023,Partial,2026-01-07,0,
BILL_9040,SUB_03014,2025-12-01,133.689550566649,Overdue,2026-01-13,10,
BILL_9041,SUB_03014,2026-01-01,183.19456576340306,Paid,2026-01-05,0,Promo
BILL_9042,SUB_03015,2025-11-01,403.23525505784005,Paid,2026-01-17,50,
BILL_9043,SUB_03015,2025-12-01,337.1207478929911,Paid,2026-01-12,50,Service Issue
BILL_9044,SUB_03015,2026-01-01,280.03408776534076,Paid,2026-01-14,50,
BILL_9045,SUB_03016,2025-11-01,504.3858646627471,Partial,2026-01-16,0,
BILL_9046,SUB_03016,2025-12-01,520.8659612569407,Paid,2026-01-06,0,Billing Error
BILL_9047,SUB_03016,2026-01-01,393.1926470978622,Paid,2026-01-14,20,Service Issue
BILL_9048,SUB_03017,2025-11-01,412.93281676842446,Paid,2026-01-03,0,
BILL_9049,SUB_03017,2025-12-01,412.63617446492896,Paid,2026-01-13,20,
BILL_9050,SUB_03017,2026-01-01,349.93478450644136,Paid,2026-01-07,0,Promo
BILL_9051,SUB_03018,2025-11-01,439.85107225742075,Paid,2026-01-04,0,Billing Error
BILL_9052,SUB_03018,2025-12-01,384.3458221843566,Paid,2026-01-11,0,
BILL_9053,SUB_03018,2026-01-01,403.0680730024068,Paid,2026-01-05,20,
BILL_9054,SUB_03019,2025-11-01,99.28910961985787,Paid,2026-01-11,0,
BILL_9055,SUB_03019,2025-12-01,92.4252879797313,Paid,2026-01-08,20,Billing Error
BILL_9056,SUB_03019,2026-01-01,117.55176578724057,Pending,2026-01-19,0,
BILL_9057,SUB_03020,2025-11-01,112.07799929307161,Paid,2026-01-15,20,Service Issue
BILL_9058,SUB_03020,2025-12-01,144.45495062033174,Paid,2026-01-19,10,Service Issue
BILL_9059,SUB_03020,2026-01-01,160.42241747719396,Paid,2026-01-02,10,Service Issue
BILL_9060,SUB_03021,2025-11-01,163.48600830674675,Paid,2026-01-18,0,Service Issue
BILL_9061,SUB_03021,2025-12-01,171.70140002033298,Paid,2026-01-04,20,
BILL_9062,SUB_03021,2026-01-01,190.43895877082446,Paid,2026-01-16,0,Promo
BILL_9063,SUB_03022,2025-11-01,358.60049134636995,Partial,2026-01-15,0,Service Issue
BILL_9064,SUB_03022,2025-12-01,454.458902429993,Partial,2026-01-08,50,
BILL_9065,SUB_03022,2026-01-01,377.70986547116377,Paid,2026-01-11,50,Promo
BILL_9066,SUB_03023,2025-11-01,225.11671636829408,Paid,2026-01-09,10,
BILL_9067,SUB_03023,2025-12-01,194.117764070651,Paid,2026-01-12,20,
BILL_9068,SUB_03023,2026-01-01,178.00888858561396,Paid,2026-01-06,0,Billing Error
BILL_9069,SUB_03024,2025-11-01,333.0108807532928,Overdue,2026-01-04,0,
BILL_9070,SUB_03024,2025-12-01,313.4776772416687,Paid,2026-01-10,0,Service Issue
BILL_9071,SUB_03024,2026-01-01,378.1901174207452,Paid,2026-01-20,20,Service Issue
BILL_9072,SUB_03025,2025-11-01,176.9259975387946,Paid,2026-01-08,10,
BILL_9073,SUB_03025,2025-12-01,139.85578420568498,Partial,2026-01-02,0,
BILL_9074,SUB_03025,2026-01-01,142.9889839531946,Paid,2026-01-11,0,Promo
BILL_9075,SUB_03026,2025-11-01,283.34985305638,Overdue,2026-01-13,50,
BILL_9076,SUB_03026,2025-12-01,319.10651227091125,Paid,2026-01-16,0,Service Issue
BILL_9077,SUB_03026,2026-01-01,299.59304639639197,Paid,2026-01-12,0,Promo
BILL_9078,SUB_03027,2025-11-01,377.1640714426134,Paid,2026-01-07,10,Promo
BILL_9079,SUB_03027,2025-12-01,517.4475754723958,Overdue,2026-01-04,0,
BILL_9080,SUB_03027,2026-01-01,522.8070820743226,Overdue,2026-01-10,0,Service Issue
BILL_9081,SUB_03028,2025-11-01,116.24784139247305,Paid,2026-01-18,0,Service Issue
BILL_9082,SUB_03028,2025-12-01,130.8008895940681,Paid,2026-01-20,0,Billing Error
BILL_9083,SUB_03028,2026-01-01,124.6163575092356,Paid,2026-01-03,20,
BILL_9084,SUB_03029,2025-11-01,421.29780366779056,Paid,2026-01-06,0,Promo
BILL_9085,SUB_03029,2025-12-01,359.25278991825894,Paid,2026-01-19,0,Promo
BILL_9086,SUB_03029,2026-01-01,423.8671045235676,Paid,2026-01-13,10,
BILL_9087,SUB_03030,2025-11-01,63.341065455269934,Overdue,2026-01-16,0,
BILL_9088,SUB_03030,2025-12-01,67.55145862163558,Paid,2026-01-15,50,Promo
BILL_9089,SUB_03030,2026-01-01,80.10274291476875,Paid,2026-01-03,0,
BILL_9090,SUB_03031,2025-11-01,425.3357203986666,Paid,2026-01-11,0,
BILL_9091,SUB_03031,2025-12-01,417.4776042605846,Paid,2026-01-04,20,
BILL_9092,SUB_03031,2026-01-01,436.9486318008585,Paid,2026-01-10,0,Service Issue
BILL_9093,SUB_03032,2025-11-01,131.88425323965802,Overdue,2026-01-16,0,Promo
BILL_9094,SUB_03032,2025-12-01,128.64095505024503,Overdue,2026-01-04,20,Promo
BILL_9095,SUB_03032,2026-01-01,119.99554063818259,Overdue,2026-01-20,50,Service Issue
BILL_9096,SUB_03033,2025-11-01,135.1964083344471,Paid,2026-01-07,20,Billing Error
BILL_9097,SUB_03033,2025-12-01,131.85764982759244,Paid,2026-01-05,0,
BILL_9098,SUB_03033,2026-01-01,143.58760662376937,Paid,2026-01-12,50,Service Issue
BILL_9099,SUB_03034,2025-11-01,146.32516689736602,Paid,2026-01-09,10,Service Issue
BILL_9100,SUB_03034,2025-12-01,130.5676542964651,Paid,2026-01-19,0,
BILL_9101,SUB_03034,2026-01-01,128.07700066548574,Paid,2026-01-14,0,Promo
BILL_9102,SUB_03035,2025-11-01,167.2798141439441,Paid,2026-01-16,20,
BILL_9103,SUB_03035,2025-12-01,115.81506551116692,Paid,2026-01-17,20,
BILL_9104,SUB_03035,2026-01-01,120.43272737528332,Paid,2026-01-04,0,
BILL_9105,SUB_03036,2025-11-01,487.10473102940085,Paid,2026-01-06,0,
BILL_9106,SUB_03036,2025-12-01,450.77491236735244,Paid,2026-01-08,0,Service Issue
BILL_9107,SUB_03036,2026-01-01,479.2451009601075,Overdue,2026-01-02,0,
BILL_9108,SUB_03037,2025-11-01,309.147317712707,Paid,2026-01-09,50,Billing Error
BILL_9109,SUB_03037,2025-12-01,311.11241277971664,Paid,2026-01-07,50,Service Issue
BILL_9110,SUB_03037,2026-01-01,408.89605467386684,Overdue,2026-01-05,20,Promo
BILL_9111,SUB_03038,2025-11-01,347.64770175663824,Paid,2026-01-12,0,
BILL_9112,SUB_03038,2025-12-01,265.1358610813014,Partial,2026-01-07,50,
BILL_9113,SUB_03038,2026-01-01,336.1415922772765,Paid,2026-01-19,50,
BILL_9114,SUB_03039,2025-11-01,315.2048078613424,Paid,2026-01-03,0,
BILL_9115,SUB_03039,2025-12-01,327.7742168997718,Paid,2026-01-20,0,
BILL_9116,SUB_03039,2026-01-01,298.91342767114685,Paid,2026-01-20,50,
BILL_9117,SUB_03040,2025-11-01,369.55385552244417,Partial,2026-01-19,0,
BILL_9118,SUB_03040,2025-12-01,433.6469687712427,Paid,2026-01-12,0,
BILL_9119,SUB_03040,2026-01-01,386.05698903791546,Paid,2026-01-04,10,
BILL_9120,SUB_03041,2025-11-01,94.97118416332047,Paid,2026-01-12,10,
BILL_9121,SUB_03041,2025-12-01,103.08932178718531,Partial,2026-01-02,0,
BILL_9122,SUB_03041,2026-01-01,118.26794896372083,Paid,2026-01-03,0,Billing Error
BILL_9123,SUB_03042,2025-11-01,475.35229373495076,Paid,2026-01-02,20,
BILL_9124,SUB_03042,2025-12-01,441.57393857921704,Paid,2026-01-02,0,Promo
BILL_9125,SUB_03042,2026-01-01,543.718774046175,Paid,2026-01-14,50,
BILL_9126,SUB_03043,2025-11-01,516.3905609284235,Paid,2026-01-02,50,
BILL_9127,SUB_03043,2025-12-01,436.03847594006334,Partial,2026-01-11,50,
BILL_9128,SUB_03043,2026-01-01,425.54409331425956,Paid,2026-01-14,0,
BILL_9129,SUB_03044,2025-11-01,60.61461557083999,Paid,2026-01-09,0,Promo
BILL_9130,SUB_03044,2025-12-01,47.74500714854358,Paid,2026-01-08,10,
BILL_9131,SUB_03044,2026-01-01,62.43869732516825,Paid,2026-01-13,50,Promo
BILL_9132,SUB_03045,2025-11-01,69.00073261335572,Paid,2026-01-09,20,
BILL_9133,SUB_03045,2025-12-01,59.45655979597786,Paid,2026-01-14,0,
BILL_9134,SUB_03045,2026-01-01,53.93047308018343,Paid,2026-01-03,50,
BILL_9135,SUB_03046,2025-11-01,370.0564716256935,Paid,2026-01-10,10,
BILL_9136,SUB_03046,2025-12-01,481.033597346447,Paid,2026-01-18,0,Service Issue
BILL_9137,SUB_03046,2026-01-01,413.86439737020754,Partial,2026-01-19,50,Promo
BILL_9138,SUB_03047,2025-11-01,459.2690190394074,Paid,2026-01-17,0,Billing Error
BILL_9139,SUB_03047,2025-12-01,444.8166692369637,Paid,2026-01-10,0,
BILL_9140,SUB_03047,2026-01-01,405.398525964607,Partial,2026-01-06,0,
BILL_9141,SUB_03048,2025-11-01,443.4795805838525,Paid,2026-01-17,10,Service Issue
BILL_9142,SUB_03048,2025-12-01,434.85613482056243,Paid,2026-01-14,0,
BILL_9143,SUB_03048,2026-01-01,463.9492997233864,Paid,2026-01-03,50,
BILL_9144,SUB_03049,2025-11-01,162.13571960614465,Overdue,2026-01-13,0,
BILL_9145,SUB_03049,2025-12-01,159.4540137494452,Paid,2026-01-10,10,Service Issue
BILL_9146,SUB_03049,2026-01-01,202.632844302466,Paid,2026-01-03,50,
BILL_9147,SUB_03050,2025-11-01,292.91763935410205,Paid,2026-01-13,0,Service Issue
BILL_9148,SUB_03050,2025-12-01,300.5071793633655,Paid,2026-01-07,0,Promo
BILL_9149,SUB_03050,2026-01-01,230.16461559424505,Overdue,2026-01-14,0,
BILL_9150,SUB_03051,2025-11-01,336.27479407104505,Paid,2026-01-17,10,
BILL_9151,SUB_03051,2025-12-01,389.4203652499903,Paid,2026-01-09,0,Promo
BILL_9152,SUB_03051,2026-01-01,432.00884364718365,Paid,2026-01-08,20,Billing Error
BILL_9153,SUB_03052,2025-11-01,487.03210590957036,Partial,2026-01-16,50,Promo
BILL_9154,SUB_03052,2025-12-01,476.89363764372973,Paid,2026-01-06,50,
BILL_9155,SUB_03052,2026-01-01,344.1082141206176,Paid,2026-01-19,10,
BILL_9156,SUB_03053,2025-11-01,227.9270381201827,Pending,2026-01-20,10,
BILL_9157,SUB_03053,2025-12-01,234.24656714370337,Paid,2026-01-14,0,
BILL_9158,SUB_03053,2026-01-01,166.1853264843343,Pending,2026-01-17,50,Promo
BILL_9159,SUB_03054,2025-11-01,415.6003137296419,Paid,2026-01-14,20,
BILL_9160,SUB_03054,2025-12-01,436.2969756070327,Pending,2026-01-15,50,Service Issue
BILL_9161,SUB_03054,2026-01-01,384.0330641359619,Paid,2026-01-17,10,
BILL_9162,SUB_03055,2025-11-01,418.7764931645752,Overdue,2026-01-13,50,Promo
BILL_9163,SUB_03055,2025-12-01,480.2230431167211,Overdue,2026-01-13,0,Promo
BILL_9164,SUB_03055,2026-01-01,477.0592330559352,Paid,2026-01-12,10,
BILL_9165,SUB_03056,2025-11-01,141.11218950035908,Overdue,2026-01-08,20,Promo
BILL_9166,SUB_03056,2025-12-01,119.23727032293802,Paid,2026-01-05,50,Promo
BILL_9167,SUB_03056,2026-01-01,115.70721337410816,Paid,2026-01-07,10,
BILL_9168,SUB_03057,2025-11-01,500.10179485046956,Paid,2026-01-15,0,
BILL_9169,SUB_03057,2025-12-01,453.384284357954,Paid,2026-01-15,20,
BILL_9170,SUB_03057,2026-01-01,383.0688062097609,Paid,2026-01-13,0,
BILL_9171,SUB_03058,2025-11-01,428.6596208620637,Paid,2026-01-16,20,Service Issue
BILL_9172,SUB_03058,2025-12-01,359.4830691461731,Paid,2026-01-12,10,Promo
BILL_9173,SUB_03058,2026-01-01,322.9358452133092,Paid,2026-01-05,0,Service Issue
BILL_9174,SUB_03059,2025-11-01,55.769141712142556,Overdue,2026-01-12,0,Service Issue
BILL_9175,SUB_03059,2025-12-01,80.90557101273399,Partial,2026-01-13,0,
BILL_9176,SUB_03059,2026-01-01,62.15729783857907,Paid,2026-01-09,0,Service Issue
BILL_9177,SUB_03060,2025-11-01,127.29075801119932,Partial,2026-01-19,20,
BILL_9178,SUB_03060,2025-12-01,153.4299755507405,Partial,2026-01-07,50,
BILL_9179,SUB_03060,2026-01-01,128.31088289659772,Paid,2026-01-10,10,
BILL_9180,SUB_03061,2025-11-01,404.91309622292545,Paid,2026-01-18,0,Promo
BILL_9181,SUB_03061,2025-12-01,497.1171420036492,Paid,2026-01-06,0,
BILL_9182,SUB_03061,2026-01-01,406.7810976928519,Paid,2026-01-17,50,Promo
BILL_9183,SUB_03062,2025-11-01,232.13573692378785,Paid,2026-01-14,10,Promo
BILL_9184,SUB_03062,2025-12-01,315.9436597773125,Paid,2026-01-14,0,
BILL_9185,SUB_03062,2026-01-01,253.66790700479652,Paid,2026-01-10,10,Billing Error
BILL_9186,SUB_03063,2025-11-01,423.2298916177649,Paid,2026-01-03,0,
BILL_9187,SUB_03063,2025-12-01,396.41004498192854,Paid,2026-01-17,0,Promo
BILL_9188,SUB_03063,2026-01-01,351.12761721029744,Overdue,2026-01-02,50,
BILL_9189,SUB_03064,2025-11-01,68.48471212336725,Paid,2026-01-09,0,Service Issue
BILL_9190,SUB_03064,2025-12-01,56.276624176473284,Overdue,2026-01-03,0,
BILL_9191,SUB_03064,2026-01-01,63.84417590884009,Paid,2026-01-11,0,Promo
BILL_9192,SUB_03065,2025-11-01,497.50330357404096,Paid,2026-01-14,0,Service Issue
BILL_9193,SUB_03065,2025-12-01,439.4393634704906,Partial,2026-01-02,50,Service Issue
BILL_9194,SUB_03065,2026-01-01,524.5890992717642,Paid,2026-01-04,0,
BILL_9195,SUB_03066,2025-11-01,175.63510049720387,Paid,2026-01-10,20,
BILL_9196,SUB_03066,2025-12-01,212.69972725772564,Pending,2026-01-05,50,Promo
BILL_9197,SUB_03066,2026-01-01,232.4036388783712,Paid,2026-01-06,50,Service Issue
BILL_9198,SUB_03067,2025-11-01,405.3150026339897,Paid,2026-01-03,0,Service Issue
BILL_9199,SUB_03067,2025-12-01,479.4810140751989,Paid,2026-01-16,20,Service Issue
BILL_9200,SUB_03067,2026-01-01,439.04975591094296,Partial,2026-01-04,10,Promo
BILL_9201,SUB_03068,2025-11-01,515.9611645606439,Paid,2026-01-20,0,
BILL_9202,SUB_03068,2025-12-01,398.3508441479563,Paid,2026-01-12,50,Promo
BILL_9203,SUB_03068,2026-01-01,512.5248593010679,Partial,2026-01-08,20,Service Issue
BILL_9204,SUB_03069,2025-11-01,162.66572960886748,Paid,2026-01-08,20,
BILL_9205,SUB_03069,2025-12-01,171.29916331091607,Pending,2026-01-18,50,
BILL_9206,SUB_03069,2026-01-01,181.0948537035111,Paid,2026-01-16,0,
BILL_9207,SUB_03070,2025-11-01,434.7240008338063,Paid,2026-01-09,10,Promo
BILL_9208,SUB_03070,2025-12-01,487.715606948223,Paid,2026-01-11,0,Service Issue
BILL_9209,SUB_03070,2026-01-01,433.1051585058046,Paid,2026-01-16,0,
BILL_9210,SUB_03071,2025-11-01,412.7527897056174,Paid,2026-01-08,50,
BILL_9211,SUB_03071,2025-12-01,388.2816533761048,Paid,2026-01-18,50,Promo
BILL_9212,SUB_03071,2026-01-01,340.7274020322084,Paid,2026-01-14,0,Promo
BILL_9213,SUB_03072,2025-11-01,268.6285401483008,Paid,2026-01-07,0,
BILL_9214,SUB_03072,2025-12-01,313.22755382400226,Pending,2026-01-06,0,
BILL_9215,SUB_03072,2026-01-01,293.2119667510363,Paid,2026-01-17,0,
BILL_9216,SUB_03073,2025-11-01,316.51182544359585,Paid,2026-01-03,0,
BILL_9217,SUB_03073,2025-12-01,304.5091740744533,Paid,2026-01-06,0,
BILL_9218,SUB_03073,2026-01-01,270.4790791857306,Paid,2026-01-06,10,
BILL_9219,SUB_03074,2025-11-01,170.0978312471049,Overdue,2026-01-13,50,
BILL_9220,SUB_03074,2025-12-01,174.4048455687869,Overdue,2026-01-19,0,
BILL_9221,SUB_03074,2026-01-01,157.29565182014377,Pending,2026-01-02,50,
BILL_9222,SUB_03075,2025-11-01,245.96019872264864,Overdue,2026-01-14,10,Billing Error
BILL_9223,SUB_03075,2025-12-01,258.69273538719193,Overdue,2026-01-13,10,Service Issue
BILL_9224,SUB_03075,2026-01-01,208.7398443102215,Paid,2026-01-09,10,
BILL_9225,SUB_03076,2025-11-01,400.7985365718425,Paid,2026-01-02,10,
BILL_9226,SUB_03076,2025-12-01,447.52530619467944,Paid,2026-01-16,0,Service Issue
BILL_9227,SUB_03076,2026-01-01,439.15701555629295,Paid,2026-01-11,50,
BILL_9228,SUB_03077,2025-11-01,377.4349595597707,Paid,2026-01-02,10,
BILL_9229,SUB_03077,2025-12-01,348.6717163654357,Paid,2026-01-15,20,
BILL_9230,SUB_03077,2026-01-01,360.3188366231345,Paid,2026-01-14,0,
BILL_9231,SUB_03078,2025-11-01,568.7177148407119,Paid,2026-01-11,20,
BILL_9232,SUB_03078,2025-12-01,456.693795025207,Paid,2026-01-06,0,
BILL_9233,SUB_03078,2026-01-01,544.8473299403678,Paid,2026-01-10,10,
BILL_9234,SUB_03079,2025-11-01,259.4323695821766,Partial,2026-01-15,0,Service Issue
BILL_9235,SUB_03079,2025-12-01,230.94874902837972,Paid,2026-01-02,50,
BILL_9236,SUB_03079,2026-01-01,278.3974810542986,Paid,2026-01-16,0,
BILL_9237,SUB_03080,2025-11-01,348.778223753738,Paid,2026-01-20,0,
BILL_9238,SUB_03080,2025-12-01,269.9583569892922,Partial,2026-01-08,0,Promo
BILL_9239,SUB_03080,2026-01-01,278.03707029133056,Partial,2026-01-19,0,Service Issue
BILL_9240,SUB_03081,2025-11-01,112.30769402565461,Partial,2026-01-05,10,
BILL_9241,SUB_03081,2025-12-01,99.81833381507593,Paid,2026-01-07,0,Billing Error
BILL_9242,SUB_03081,2026-01-01,98.14471790313645,Paid,2026-01-04,50,Billing Error
BILL_9243,SUB_03082,2025-11-01,358.78230519753913,Pending,2026-01-05,50,
BILL_9244,SUB_03082,2025-12-01,360.70366891032444,Paid,2026-01-03,0,
BILL_9245,SUB_03082,2026-01-01,467.7842096560346,Paid,2026-01-04,0,Service Issue
BILL_9246,SUB_03083,2025-11-01,327.0343806859442,Paid,2026-01-19,0,
BILL_9247,SUB_03083,2025-12-01,295.93629369783713,Pending,2026-01-03,20,Service Issue
BILL_9248,SUB_03083,2026-01-01,265.31677481353745,Paid,2026-01-09,10,Service Issue
BILL_9249,SUB_03084,2025-11-01,397.6742307401578,Partial,2026-01-08,10,
BILL_9250,SUB_03084,2025-12-01,355.8093002189527,Paid,2026-01-10,20,Service Issue
BILL_9251,SUB_03084,2026-01-01,379.22467139766246,Overdue,2026-01-10,20,
BILL_9252,SUB_03085,2025-11-01,269.24122448673614,Paid,2026-01-03,0,Service Issue
BILL_9253,SUB_03085,2025-12-01,329.3229543576485,Paid,2026-01-08,0,
BILL_9254,SUB_03085,2026-01-01,385.8555572014021,Paid,2026-01-14,0,Billing Error
BILL_9255,SUB_03086,2025-11-01,221.664515250462,Paid,2026-01-09,20,Promo
BILL_9256,SUB_03086,2025-12-01,258.47705156749225,Paid,2026-01-02,10,Promo
BILL_9257,SUB_03086,2026-01-01,251.94757342219557,Pending,2026-01-04,10,Service Issue
BILL_9258,SUB_03087,2025-11-01,382.2339818645236,Paid,2026-01-09,10,Billing Error
BILL_9259,SUB_03087,2025-12-01,492.82291972038234,Paid,2026-01-20,0,Promo
BILL_9260,SUB_03087,2026-01-01,375.1847579595531,Paid,2026-01-05,50,
BILL_9261,SUB_03088,2025-11-01,60.01411012458269,Partial,2026-01-11,20,
BILL_9262,SUB_03088,2025-12-01,65.80130340914008,Overdue,2026-01-19,0,
BILL_9263,SUB_03088,2026-01-01,65.07559149985877,Paid,2026-01-20,50,
BILL_9264,SUB_03089,2025-11-01,371.87210347797026,Overdue,2026-01-13,0,Service Issue
BILL_9265,SUB_03089,2025-12-01,336.58391393770444,Paid,2026-01-12,50,
BILL_9266,SUB_03089,2026-01-01,355.2167036689943,Paid,2026-01-07,10,Service Issue
BILL_9267,SUB_03090,2025-11-01,340.46792711494277,Paid,2026-01-07,50,Billing Error
BILL_9268,SUB_03090,2025-12-01,250.6485102299242,Overdue,2026-01-09,20,
BILL_9269,SUB_03090,2026-01-01,262.375304374929,Paid,2026-01-11,0,Service Issue
BILL_9270,SUB_03091,2025-11-01,101.80471797749139,Paid,2026-01-03,0,
