usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_32565,SUB_01461,2025-10-26,6.4,307,25,19.66,0.77
USG_32566,SUB_01661,2025-11-20,6.9,408,77,13.58,0.52
USG_32567,SUB_02415,2025-12-24,1.27,98,32,9.28,4.42
USG_32568,SUB_04506,2025-11-10,3.6,260,1,1.2,2.82
USG_32569,SUB_02505,2025-12-20,2.7,267,20,21.9,0.28
USG_32570,SUB_02334,2025-10-11,2.06,498,93,10.08,4.86
USG_32571,SUB_03941,2025-11-30,10.05,478,57,6.36,6.67
USG_32572,SUB_03182,2025-11-03,37.58,384,39,8.93,0.33
USG_32573,SUB_03860,2025-10-25,10.69,221,94,3.04,15.49
USG_32574,SUB_00198,2025-12-21,0.85,234,45,8.9,6.45
USG_32575,SUB_03044,2025-12-24,5.44,482,67,12.8,1.99
USG_32576,SUB_01390,2025-10-01,1.11,243,88,20.59,7.8
USG_32577,SUB_02626,2025-09-10,0.6,114,37,34.64,4.62
USG_32578,SUB_00378,2025-09-17,22.79,422,74,26.43,6.15
USG_32579,SUB_04002,2025-12-21,10.98,485,96,7.12,12.96
USG_32580,SUB_04061,2025-12-05,5.16,311,57,7.32,1.38
USG_32581,SUB_00522,2025-10-18,3.27,210,77,11.5,0.14
USG_32582,SUB_03168,2025-11-04,4.79,217,11,1.08,1.45
USG_32583,SUB_04017,2025-10-30,4.23,329,5,9.1,3.2
USG_32584,SUB_02961,2025-10-06,1.66,226,56,0.16,3.41
USG_32585,SUB_03225,2025-10-12,10.6,240,17,17.93,1.88
USG_32586,SUB_02875,2025-11-12,10.71,351,2,0.79,0.92
USG_32587,SUB_03748,2025-10-01,6.51,455,95,44.6,3.67
USG_32588,SUB_02959,2025-09-20,1.44,256,60,5.85,3.44
USG_32589,SUB_00014,2025-12-03,12.55,395,16,9.6,2.73
USG_32590,SUB_02723,2025-12-29,14.09,385,55,10.4,2.44
USG_32591,SUB_04435,2025-09-06,2.38,25,23,3.05,5.55
USG_32592,SUB_04647,2025-11-13,2.99,360,52,0.63,2.09
USG_32593,SUB_01706,2025-09-21,2.37,111,34,11.76,6.91
USG_32594,SUB_04110,2025-11-04,6.95,317,65,9.6,0.59
USG_32595,SUB_03771,2025-11-22,3.4,43,25,0.67,3.57
USG_32596,SUB_02435,2025-09-04,3.92,477,29,1.19,1.54
USG_32597,SUB_04752,2025-11-26,6.3,466,59,7.51,2.44
USG_32598,SUB_01382,2025-09-19,6.1,366,26,0.71,2.0
USG_32599,SUB_01903,2025-10-13,1.96,220,56,7.63,2.04
USG_32600,SUB_04223,2025-10-24,0.3,214,81,2.75,4.91
USG_32601,SUB_04190,2025-09-14,10.56,262,77,5.71,11.17
USG_32602,SUB_00766,2025-09-04,0.24,56,83,1.95,10.09
USG_32603,SUB_03295,2025-11-18,0.25,161,83,10.43,10.27
USG_32604,SUB_00989,2025-12-19,13.88,108,93,15.73,0.58
USG_32605,SUB_04139,2025-12-08,4.12,410,30,0.92,17.32
USG_32606,SUB_00837,2025-10-20,3.52,300,47,2.99,0.54
USG_32607,SUB_04454,2025-09-29,3.51,98,58,7.81,11.54
USG_32608,SUB_04020,2025-11-11,1.16,0,32,13.98,4.79
USG_32609,SUB_00760,2025-11-04,0.71,276,26,0.66,19.06
USG_32610,SUB_02570,2025-09-21,12.84,214,53,1.91,0.43
USG_32611,SUB_03725,2025-12-21,16.09,394,32,3.64,1.24
USG_32612,SUB_04408,2025-09-27,9.82,398,19,9.39,8.23
USG_32613,SUB_04221,2025-10-20,4.83,460,66,4.98,1.09
USG_32614,SUB_04851,2025-12-14,15.28,171,45,2.66,0.11
USG_32615,SUB_04311,2025-12-25,3.29,229,18,44.72,3.28
USG_32616,SUB_04862,2025-10-07,6.54,276,70,5.69,4.11
USG_32617,SUB_01896,2025-10-16,0.79,91,90,3.49,2.7
USG_32618,SUB_00165,2025-09-30,4.33,167,69,1.22,12.58
USG_32619,SUB_04658,2025-10-27,9.86,291,28,14.61,1.62
USG_32620,SUB_00543,2025-11-06,1.53,142,25,4.35,13.36
USG_32621,SUB_03042,2025-11-15,4.41,217,16,6.16,0.53
USG_32622,SUB_00678,2025-10-03,16.76,445,65,1.86,3.35
USG_32623,SUB_02334,2025-12-15,0.01,220,84,39.78,9.98
USG_32624,SUB_04515,2025-12-20,1.27,53,47,10.54,2.36
USG_32625,SUB_04615,2025-10-14,2.99,47,87,21.07,2.31
USG_32626,SUB_03232,2025-10-27,9.99,264,32,6.21,3.17
USG_32627,SUB_04855,2025-12-10,4.88,434,77,7.27,3.91
USG_32628,SUB_04890,2025-10-11,15.4,308,97,4.63,2.13
USG_32629,SUB_03491,2025-11-17,2.97,145,68,10.64,11.46
USG_32630,SUB_01740,2025-12-13,1.73,86,2,1.82,8.2
USG_32631,SUB_00610,2025-11-01,9.14,322,80,13.58,5.01
USG_32632,SUB_03611,2025-10-21,11.94,326,69,7.61,13.24
USG_32633,SUB_00105,2025-12-25,11.98,418,79,32.93,1.51
USG_32634,SUB_03977,2025-10-02,2.07,416,65,3.88,3.05
USG_32635,SUB_01850,2025-12-10,0.64,488,83,1.53,15.54
USG_32636,SUB_02303,2025-12-16,3.17,351,60,28.95,4.57
USG_32637,SUB_04633,2025-12-08,2.19,184,47,1.42,2.88
USG_32638,SUB_04959,2025-10-10,9.31,265,16,2.17,3.46
USG_32639,SUB_01764,2025-10-31,4.38,402,7,0.23,1.47
USG_32640,SUB_00853,2025-10-06,6.04,24,24,2.18,0.62
USG_32641,SUB_04843,2025-10-30,0.86,286,7,21.94,11.41
USG_32642,SUB_01088,2025-11-29,16.25,276,28,11.48,2.09
USG_32643,SUB_04665,2025-10-26,17.79,304,81,4.05,5.24
USG_32644,SUB_04302,2025-11-02,1.72,332,58,19.95,9.83
USG_32645,SUB_04640,2025-11-21,2.73,437,61,15.34,3.6
USG_32646,SUB_01543,2025-11-14,10.1,114,0,11.41,13.16
USG_32647,SUB_04049,2025-12-23,0.21,74,57,44.78,9.42
USG_32648,SUB_04707,2025-11-10,1.07,335,70,1.83,8.94
USG_32649,SUB_02169,2025-11-24,9.46,340,73,19.43,2.32
USG_32650,SUB_01877,2025-11-19,5.05,396,85,34.73,9.39
USG_32651,SUB_00459,2025-09-16,4.77,352,7,6.16,1.23
USG_32652,SUB_04707,2025-09-22,4.14,431,93,5.91,10.33
USG_32653,SUB_00386,2025-10-24,28.96,366,14,6.94,0.8
USG_32654,SUB_01262,2025-10-18,10.9,43,21,7.59,2.19
USG_32655,SUB_02054,2025-12-30,1.05,189,78,12.09,6.04
USG_32656,SUB_01093,2025-09-14,2.83,409,42,31.35,0.67
USG_32657,SUB_04306,2025-10-13,1.15,447,31,0.95,9.76
USG_32658,SUB_00783,2025-11-08,2.0,145,56,4.84,4.43
USG_32659,SUB_01395,2025-12-25,10.7,208,80,12.29,8.68
USG_32660,SUB_01873,2025-10-22,15.69,319,96,13.09,2.73
USG_32661,SUB_00811,2025-11-28,4.16,267,18,11.29,6.79
USG_32662,SUB_04605,2025-12-06,2.17,318,67,2.53,16.67
USG_32663,SUB_04502,2025-11-07,5.05,370,25,3.54,9.82
USG_32664,SUB_04315,2025-10-25,6.06,76,20,12.57,2.07
USG_32665,SUB_03056,2025-09-28,6.58,114,11,42.45,10.44
USG_32666,SUB_02286,2025-09-11,0.28,421,11,2.45,25.16
USG_32667,SUB_03781,2025-09-20,5.92,308,43,11.84,0.74
USG_32668,SUB_04207,2025-10-03,0.03,219,9,6.35,9.02
USG_32669,SUB_01243,2025-09-14,2.27,223,80,28.63,3.74
USG_32670,SUB_03693,2025-10-05,13.25,470,41,1.66,3.21
USG_32671,SUB_02991,2025-11-04,12.53,89,91,3.7,1.23
USG_32672,SUB_04124,2025-09-16,3.76,183,43,2.64,3.09
USG_32673,SUB_01144,2025-12-17,1.38,206,57,4.67,4.38
USG_32674,SUB_04138,2025-12-12,3.88,65,9,10.55,5.53
USG_32675,SUB_00198,2025-09-06,1.1,179,10,11.5,1.45
USG_32676,SUB_04386,2025-11-09,2.55,161,1,2.05,0.49
USG_32677,SUB_04294,2025-10-23,7.52,73,4,1.29,2.25
USG_32678,SUB_04410,2025-09-11,2.0,255,32,12.58,0.08
USG_32679,SUB_01828,2025-11-06,7.79,395,0,12.96,1.65
USG_32680,SUB_03616,2025-12-26,6.92,355,85,3.35,2.42
USG_32681,SUB_01401,2025-09-24,12.22,253,45,0.96,7.91
USG_32682,SUB_02411,2025-10-23,6.57,292,84,48.37,2.31
USG_32683,SUB_02313,2025-10-10,4.5,28,39,25.44,6.05
USG_32684,SUB_04114,2025-10-20,5.9,285,12,0.05,0.18
USG_32685,SUB_03133,2025-12-13,1.65,103,15,2.01,1.71
USG_32686,SUB_04041,2025-09-16,13.93,202,43,15.35,12.59
USG_32687,SUB_03885,2025-11-19,0.57,279,69,5.09,6.32
USG_32688,SUB_03057,2025-10-02,5.76,415,41,3.74,0.77
USG_32689,SUB_04954,2025-12-21,4.99,355,30,12.41,0.84
USG_32690,SUB_04526,2025-12-29,7.83,77,27,6.49,6.52
USG_32691,SUB_01332,2025-10-10,0.29,137,32,20.45,3.29
USG_32692,SUB_03584,2025-09-18,0.9,189,89,9.49,1.19
USG_32693,SUB_04905,2025-11-09,3.65,37,53,1.96,17.77
USG_32694,SUB_00682,2025-10-03,6.6,340,29,7.57,2.57
USG_32695,SUB_00068,2025-11-28,0.52,454,45,5.42,3.09
USG_32696,SUB_01150,2025-11-25,1.71,255,17,1.61,0.11
USG_32697,SUB_03983,2025-10-04,18.34,341,0,9.36,3.46
USG_32698,SUB_01575,2025-11-04,4.59,448,94,4.9,1.37
USG_32699,SUB_02613,2025-10-15,4.43,235,72,17.61,0.25
USG_32700,SUB_03421,2025-09-06,0.41,45,78,10.08,2.24
USG_32701,SUB_03308,2025-10-05,18.86,475,86,7.65,5.69
USG_32702,SUB_02405,2025-09-07,6.29,393,15,6.21,1.33
USG_32703,SUB_01090,2025-10-27,6.55,75,86,2.03,5.17
USG_32704,SUB_03337,2025-12-04,26.04,152,38,6.55,0.34
USG_32705,SUB_03887,2025-10-20,7.86,318,91,2.89,7.53
USG_32706,SUB_03639,2025-12-06,0.24,70,25,9.89,2.31
USG_32707,SUB_00690,2025-12-15,6.16,33,84,15.14,0.26
USG_32708,SUB_03557,2025-12-05,4.8,477,74,10.59,5.13
USG_32709,SUB_04092,2025-10-10,2.9,359,41,32.08,0.95
USG_32710,SUB_03413,2025-10-04,0.28,208,55,0.24,1.92
USG_32711,SUB_02684,2025-09-19,4.17,416,10,4.06,20.85
USG_32712,SUB_04866,2025-11-07,0.87,36,77,2.35,3.21
USG_32713,SUB_00034,2025-10-15,3.25,251,49,4.01,5.85
USG_32714,SUB_00661,2025-09-16,0.71,335,5,8.46,4.04
USG_32715,SUB_00625,2025-12-21,7.9,250,62,1.5,0.07
USG_32716,SUB_01495,2025-10-14,1.36,433,76,3.57,0.28
USG_32717,SUB_01604,2025-09-11,0.79,72,45,7.21,0.11
USG_32718,SUB_02622,2025-11-06,4.04,475,76,9.76,0.25
USG_32719,SUB_03163,2025-12-28,1.28,114,44,18.18,7.26
USG_32720,SUB_02419,2025-09-04,19.42,222,34,5.52,4.78
USG_32721,SUB_00057,2025-10-16,4.78,151,82,6.24,4.63
USG_32722,SUB_02731,2025-09-13,6.47,195,22,1.07,1.72
USG_32723,SUB_03213,2025-09-21,4.88,131,35,17.06,3.6
USG_32724,SUB_02002,2025-10-11,3.57,430,41,0.33,1.1
USG_32725,SUB_04548,2025-11-23,1.57,167,48,18.39,1.5
USG_32726,SUB_04793,2025-12-12,2.07,328,49,18.09,0.19
USG_32727,SUB_00422,2025-12-08,0.81,200,87,9.98,4.84
USG_32728,SUB_02645,2025-09-19,19.03,63,96,7.35,0.97
USG_32729,SUB_00310,2025-10-06,0.76,498,50,1.22,2.87
USG_32730,SUB_01104,2025-10-04,17.85,379,0,26.49,1.36
USG_32731,SUB_01148,2025-11-11,1.64,388,26,0.29,3.45
USG_32732,SUB_03476,2025-10-04,1.33,328,3,4.74,11.41
USG_32733,SUB_03882,2025-12-06,36.19,153,71,17.04,4.63
USG_32734,SUB_04676,2025-11-29,0.49,80,10,5.64,19.07
USG_32735,SUB_00926,2025-11-08,8.23,472,60,6.59,3.46
USG_32736,SUB_00996,2025-10-19,5.04,418,23,18.36,0.59
USG_32737,SUB_01579,2025-09-08,5.84,182,48,1.01,4.98
USG_32738,SUB_04821,2025-10-01,1.94,383,74,11.86,4.0
USG_32739,SUB_01929,2025-12-03,4.47,16,28,9.39,9.1
USG_32740,SUB_00744,2025-11-02,5.7,341,95,45.71,2.48
USG_32741,SUB_03642,2025-11-16,4.09,10,15,6.79,4.95
USG_32742,SUB_03769,2025-10-06,4.92,115,10,24.37,3.87
USG_32743,SUB_02709,2025-11-08,1.31,159,64,11.75,0.38
USG_32744,SUB_02248,2025-11-16,3.75,295,12,9.93,16.52
USG_32745,SUB_02622,2025-12-24,0.8,336,21,3.79,11.53
USG_32746,SUB_04796,2025-12-01,0.76,332,12,11.96,3.99
USG_32747,SUB_00336,2025-09-25,2.64,22,22,3.52,9.39
USG_32748,SUB_04286,2025-12-17,4.26,400,83,16.13,1.43
USG_32749,SUB_00854,2025-10-06,3.54,495,22,41.66,2.39
USG_32750,SUB_00299,2025-11-13,2.56,337,19,9.85,1.0
USG_32751,SUB_00167,2025-10-16,2.57,391,62,4.57,4.96
USG_32752,SUB_01665,2025-12-23,3.59,5,34,4.11,2.46
USG_32753,SUB_02950,2025-10-28,5.04,425,75,4.17,3.39
USG_32754,SUB_03300,2025-09-05,5.45,227,21,4.73,6.77
USG_32755,SUB_00130,2025-12-15,9.04,10,85,4.14,1.86
USG_32756,SUB_01660,2025-10-13,3.48,430,41,7.96,1.55
USG_32757,SUB_01959,2025-10-13,2.27,87,46,17.84,2.52
USG_32758,SUB_04951,2025-10-11,11.0,230,99,32.7,2.14
USG_32759,SUB_04237,2025-12-12,1.0,31,52,3.29,0.25
USG_32760,SUB_04130,2025-11-11,5.01,443,82,8.36,0.56
USG_32761,SUB_01842,2025-09-13,1.38,169,65,15.85,0.29
USG_32762,SUB_03327,2025-12-25,6.88,228,45,1.38,7.94
USG_32763,SUB_01874,2025-11-02,14.73,442,11,5.16,3.41
USG_32764,SUB_04271,2025-09-30,13.11,339,88,3.57,0.8
USG_32765,SUB_00457,2025-12-23,3.3,34,12,10.5,2.59
USG_32766,SUB_01547,2025-10-15,31.76,196,21,12.75,17.5
USG_32767,SUB_01963,2025-09-25,0.18,261,27,15.84,7.13
USG_32768,SUB_02327,2025-10-20,7.16,276,13,25.21,1.06
USG_32769,SUB_01090,2025-11-24,4.94,15,79,12.17,2.68
USG_32770,SUB_04190,2025-12-10,18.51,434,39,5.83,0.15
USG_32771,SUB_00134,2025-11-21,12.5,254,98,5.96,3.07
USG_32772,SUB_02829,2025-10-25,1.19,186,55,14.47,1.72
USG_32773,SUB_03413,2025-12-12,0.58,132,77,28.25,1.08
USG_32774,SUB_04382,2025-09-05,0.45,199,71,16.82,10.55
USG_32775,SUB_00641,2025-11-10,6.37,258,16,2.47,12.27
USG_32776,SUB_02731,2025-10-20,0.83,21,53,0.9,12.61
USG_32777,SUB_00509,2025-09-24,18.07,101,99,5.84,6.99
USG_32778,SUB_04570,2025-09-11,8.79,86,64,15.16,1.98
USG_32779,SUB_01579,2025-12-11,1.28,179,8,22.61,4.73
USG_32780,SUB_00461,2025-12-05,0.48,287,61,11.85,2.47
USG_32781,SUB_03846,2025-11-12,4.79,497,98,0.2,7.58
USG_32782,SUB_01398,2025-09-26,1.77,25,67,4.58,3.12
USG_32783,SUB_01809,2025-10-17,10.99,404,31,4.68,11.03
USG_32784,SUB_00861,2025-10-19,1.19,307,56,20.22,4.59
USG_32785,SUB_04748,2025-12-30,4.98,368,28,10.41,2.0
USG_32786,SUB_04768,2025-09-05,2.73,274,14,4.35,3.38
USG_32787,SUB_00755,2025-10-06,3.66,271,14,0.49,8.85
USG_32788,SUB_01821,2025-12-09,8.74,219,33,5.32,4.12
USG_32789,SUB_03483,2025-12-10,2.74,77,24,5.75,1.77
USG_32790,SUB_00385,2025-10-22,12.39,298,36,2.42,4.1
USG_32791,SUB_04532,2025-09-19,18.58,57,59,3.13,1.73
USG_32792,SUB_03358,2025-09-30,4.02,161,55,0.5,3.24
USG_32793,SUB_00090,2025-10-23,1.26,199,74,14.81,2.36
USG_32794,SUB_01067,2025-10-22,2.34,320,21,2.41,1.94
USG_32795,SUB_01033,2025-09-15,0.91,58,8,13.65,8.88
USG_32796,SUB_03473,2025-12-17,2.56,348,94,4.39,0.76
USG_32797,SUB_00833,2025-11-23,7.19,35,15,0.93,3.0
USG_32798,SUB_02233,2025-12-22,3.48,318,40,2.73,1.6
USG_32799,SUB_00564,2025-11-27,1.46,81,84,9.28,0.25
USG_32800,SUB_04667,2025-09-28,0.06,152,58,1.7,1.95
USG_32801,SUB_04635,2025-12-19,2.07,270,39,0.15,0.59
USG_32802,SUB_03168,2025-10-29,1.18,269,30,4.66,17.72
USG_32803,SUB_04314,2025-11-09,8.78,389,87,0.24,2.36
USG_32804,SUB_01957,2025-10-31,6.27,275,61,10.98,7.42
USG_32805,SUB_01153,2025-11-24,3.07,311,68,0.68,8.73
USG_32806,SUB_04226,2025-12-25,3.15,12,80,19.87,8.57
USG_32807,SUB_02199,2025-12-09,1.38,383,25,36.29,4.3
USG_32808,SUB_03054,2025-10-27,0.82,62,69,18.63,6.85
USG_32809,SUB_03605,2025-12-26,7.05,437,67,10.03,3.66
USG_32810,SUB_04393,2025-11-23,5.18,111,96,9.84,1.16
USG_32811,SUB_04751,2025-09-28,9.45,357,9,21.72,2.38
USG_32812,SUB_02130,2025-11-21,18.68,351,37,1.57,2.31
USG_32813,SUB_02668,2025-09-27,2.52,197,20,2.83,4.14
USG_32814,SUB_01424,2025-10-18,2.53,362,24,0.11,7.76
USG_32815,SUB_00052,2025-11-25,29.6,416,20,0.31,1.28
USG_32816,SUB_04379,2025-12-25,11.9,63,40,1.89,0.92
USG_32817,SUB_03714,2025-12-20,2.1,495,95,0.37,0.57
USG_32818,SUB_01695,2025-12-24,21.11,50,92,0.42,6.11
USG_32819,SUB_00560,2025-12-01,6.14,162,76,9.5,6.96
USG_32820,SUB_00061,2025-11-26,6.39,454,46,2.29,4.26
USG_32821,SUB_04581,2025-12-21,1.46,142,47,16.13,1.19
USG_32822,SUB_03869,2025-10-16,4.87,158,34,6.18,16.04
USG_32823,SUB_02181,2025-10-08,2.7,451,71,1.05,1.15
USG_32824,SUB_03111,2025-12-08,2.44,459,81,12.45,15.98
USG_32825,SUB_00331,2025-09-22,7.4,248,3,20.73,3.96
USG_32826,SUB_04086,2025-11-20,2.66,94,45,8.17,10.19
USG_32827,SUB_01149,2025-11-16,2.53,144,92,9.96,2.45
USG_32828,SUB_02088,2025-09-30,13.04,416,90,0.91,1.32
USG_32829,SUB_01781,2025-11-02,6.67,97,11,18.93,0.22
USG_32830,SUB_02114,2025-12-11,1.13,125,64,4.18,1.54
USG_32831,SUB_03807,2025-12-07,6.57,257,39,4.67,3.25
USG_32832,SUB_01037,2025-09-20,7.96,218,34,17.25,2.41
USG_32833,SUB_03741,2025-09-30,1.17,91,39,1.72,7.1
USG_32834,SUB_04181,2025-10-24,0.79,22,46,3.86,8.94
USG_32835,SUB_02197,2025-09-13,1.65,285,75,15.44,1.33
USG_32836,SUB_00707,2025-11-23,21.08,378,61,1.59,0.34
USG_32837,SUB_01514,2025-09-04,1.22,189,93,0.96,4.92
USG_32838,SUB_04875,2025-09-11,11.11,325,44,1.47,5.24
USG_32839,SUB_00722,2025-10-31,2.61,304,66,8.02,18.61
USG_32840,SUB_03724,2025-12-25,0.31,410,54,0.61,4.14
USG_32841,SUB_01142,2025-09-16,1.29,388,31,8.04,5.0
USG_32842,SUB_04554,2025-11-09,9.21,425,92,2.32,2.25
USG_32843,SUB_02071,2025-12-20,5.27,268,87,5.29,3.68
USG_32844,SUB_02044,2025-09-29,9.82,296,30,21.62,2.56
USG_32845,SUB_02094,2025-10-09,5.69,395,32,0.94,4.93
USG_32846,SUB_01981,2025-10-23,2.18,368,56,1.76,3.5
USG_32847,SUB_02966,2025-11-27,0.17,417,88,7.4,0.78
USG_32848,SUB_02533,2025-11-06,5.36,465,92,19.36,1.32
USG_32849,SUB_02325,2025-11-13,1.07,315,46,6.9,4.17
USG_32850,SUB_03878,2025-11-05,1.08,154,62,2.0,3.86
USG_32851,SUB_01916,2025-09-18,7.47,367,93,7.55,0.73
USG_32852,SUB_02532,2025-09-16,0.07,440,14,16.76,25.3
USG_32853,SUB_01535,2025-10-06,18.7,395,92,5.66,2.46
USG_32854,SUB_02023,2025-10-18,1.16,309,25,5.37,2.09
USG_32855,SUB_00406,2025-10-05,0.6,275,50,2.0,15.46
USG_32856,SUB_01585,2025-09-04,5.68,129,44,18.84,1.73
USG_32857,SUB_02945,2025-10-09,1.17,338,33,1.06,0.82
USG_32858,SUB_01631,2025-10-03,13.13,379,37,2.99,2.1
USG_32859,SUB_04603,2025-12-02,8.17,73,6,4.57,9.43
USG_32860,SUB_02388,2025-11-15,2.02,458,8,22.61,1.52
USG_32861,SUB_00261,2025-12-14,6.36,314,12,28.01,2.28
USG_32862,SUB_00597,2025-09-06,5.02,494,71,2.91,8.73
USG_32863,SUB_01720,2025-09-10,6.84,275,89,8.66,2.41
USG_32864,SUB_04980,2025-12-08,2.37,287,53,29.96,13.48
USG_32865,SUB_02827,2025-09-07,4.92,458,24,37.41,4.07
USG_32866,SUB_01469,2025-12-14,4.48,444,98,11.47,0.04
USG_32867,SUB_01700,2025-10-02,1.5,134,60,4.27,3.85
USG_32868,SUB_01311,2025-10-27,1.67,309,18,1.04,0.05
USG_32869,SUB_04393,2025-12-16,12.98,8,11,1.67,13.08
USG_32870,SUB_03344,2025-09-13,0.39,442,38,7.12,7.79
USG_32871,SUB_00660,2025-10-09,7.3,71,83,0.17,11.57
USG_32872,SUB_04344,2025-09-20,9.3,145,24,59.0,0.42
USG_32873,SUB_00190,2025-10-04,4.14,110,93,3.04,0.31
USG_32874,SUB_03424,2025-10-25,0.66,92,12,3.17,1.4
USG_32875,SUB_04259,2025-11-22,0.17,125,64,6.46,1.27
USG_32876,SUB_00199,2025-11-01,0.32,406,16,2.15,1.55
USG_32877,SUB_03025,2025-12-23,1.72,491,25,15.94,8.77
USG_32878,SUB_04437,2025-09-07,1.03,136,14,2.47,0.92
USG_32879,SUB_00680,2025-10-23,2.78,330,28,2.31,7.17
USG_32880,SUB_03983,2025-11-04,0.13,298,13,16.33,0.35
USG_32881,SUB_01373,2025-10-13,10.08,492,89,14.87,4.42
USG_32882,SUB_01847,2025-11-09,10.84,187,60,28.56,4.2
USG_32883,SUB_03132,2025-09-20,0.89,354,9,3.91,2.06
USG_32884,SUB_00648,2025-11-17,0.68,238,0,4.59,2.83
USG_32885,SUB_02764,2025-09-25,0.54,103,38,13.12,3.61
USG_32886,SUB_03478,2025-10-20,11.55,371,76,3.24,6.69
USG_32887,SUB_03470,2025-11-27,10.93,229,53,11.39,0.8
USG_32888,SUB_02594,2025-12-31,5.12,469,68,8.07,15.52
USG_32889,SUB_02803,2025-09-08,0.62,132,62,9.91,2.37
USG_32890,SUB_01011,2025-12-03,11.49,310,88,4.31,1.17
USG_32891,SUB_03910,2025-10-23,7.55,11,62,16.56,1.62
USG_32892,SUB_03299,2025-09-07,0.19,439,95,17.52,17.31
USG_32893,SUB_02550,2025-11-20,9.82,444,32,2.7,0.76
USG_32894,SUB_01095,2025-12-18,0.99,314,2,13.88,4.59
USG_32895,SUB_04815,2025-09-14,9.22,129,14,16.5,11.09
USG_32896,SUB_00976,2025-12-16,9.32,200,91,0.28,5.17
USG_32897,SUB_02463,2025-12-07,3.75,167,50,5.23,1.8
USG_32898,SUB_03837,2025-12-29,1.68,349,83,17.81,1.57
USG_32899,SUB_04271,2025-10-12,5.25,348,15,10.24,12.14
USG_32900,SUB_01205,2025-12-07,6.11,47,55,28.51,0.36
USG_32901,SUB_02923,2025-10-05,11.75,493,85,2.12,3.99
USG_32902,SUB_00694,2025-12-07,9.21,200,77,2.23,0.61
USG_32903,SUB_04803,2025-11-04,0.22,393,62,19.07,0.51
USG_32904,SUB_00882,2025-11-22,7.58,353,78,4.09,3.19
USG_32905,SUB_02691,2025-11-07,0.44,371,54,1.32,0.93
USG_32906,SUB_02514,2025-12-25,10.64,76,96,28.51,0.16
USG_32907,SUB_00363,2025-09-18,0.25,20,7,9.29,2.73
USG_32908,SUB_02867,2025-10-10,15.67,309,10,4.73,5.47
USG_32909,SUB_02580,2025-11-30,16.03,425,25,21.22,5.11
USG_32910,SUB_03950,2025-09-27,4.27,336,36,15.91,3.48
USG_32911,SUB_01809,2025-11-21,5.27,441,75,10.95,3.4
USG_32912,SUB_02898,2025-12-17,5.96,88,89,3.65,0.72
USG_32913,SUB_04262,2025-09-09,6.61,467,67,0.58,12.41
USG_32914,SUB_04783,2025-09-30,2.86,72,34,3.47,3.58
USG_32915,SUB_04597,2025-11-26,2.18,455,26,1.98,1.5
USG_32916,SUB_01128,2025-12-19,4.03,378,43,6.54,6.46
USG_32917,SUB_02771,2025-12-15,0.9,488,72,3.73,4.31
USG_32918,SUB_03571,2025-12-31,11.57,258,39,24.42,14.36
USG_32919,SUB_03182,2025-12-23,4.82,489,95,3.86,1.88
USG_32920,SUB_03921,2025-11-28,15.37,230,34,4.86,0.36
USG_32921,SUB_01192,2025-10-15,2.82,276,32,3.5,1.22
USG_32922,SUB_04862,2025-11-01,4.2,315,79,1.84,4.02
USG_32923,SUB_01818,2025-09-27,0.6,361,77,2.59,1.96
USG_32924,SUB_03993,2025-12-05,1.04,498,84,3.96,8.05
USG_32925,SUB_00864,2025-12-04,0.43,74,89,22.61,0.31
USG_32926,SUB_02737,2025-09-27,5.85,58,92,21.5,1.65
USG_32927,SUB_01618,2025-11-20,6.03,169,72,2.17,3.68
USG_32928,SUB_03322,2025-09-12,7.75,298,42,19.73,23.72
USG_32929,SUB_00835,2025-12-29,7.15,135,38,11.08,1.8
USG_32930,SUB_04118,2025-11-02,14.53,159,36,4.22,1.31
USG_32931,SUB_00053,2025-12-03,1.24,481,97,0.78,0.11
USG_32932,SUB_02053,2025-09-28,0.57,392,73,9.36,1.93
USG_32933,SUB_04841,2025-12-05,11.33,218,71,4.62,2.63
USG_32934,SUB_03124,2025-09-14,1.33,105,25,11.81,7.79
USG_32935,SUB_03198,2025-12-31,7.59,145,30,29.13,18.33
USG_32936,SUB_03010,2025-12-31,14.5,297,8,0.75,7.14
USG_32937,SUB_00596,2025-11-29,2.4,463,5,7.64,2.08
USG_32938,SUB_04023,2025-11-28,3.32,373,28,2.12,1.68
USG_32939,SUB_01699,2025-11-19,1.27,74,63,14.2,10.17
USG_32940,SUB_03350,2025-11-30,4.49,175,7,32.77,1.27
USG_32941,SUB_00418,2025-10-05,0.8,468,38,1.44,7.51
USG_32942,SUB_03194,2025-12-08,0.06,366,68,33.51,7.84
USG_32943,SUB_00878,2025-09-19,11.23,224,52,58.78,2.54
USG_32944,SUB_02362,2025-12-08,1.62,235,31,8.13,2.6
USG_32945,SUB_02943,2025-12-05,0.95,140,75,19.56,2.72
USG_32946,SUB_02205,2025-10-16,7.46,253,78,6.86,3.41
USG_32947,SUB_04118,2025-10-20,4.12,465,74,0.23,3.79
USG_32948,SUB_04660,2025-11-24,2.14,258,29,4.82,0.15
USG_32949,SUB_01572,2025-10-25,3.66,452,89,5.01,5.07
USG_32950,SUB_00134,2025-10-25,0.72,294,98,9.6,4.8
USG_32951,SUB_01082,2025-12-05,9.99,310,10,5.13,0.13
